No.,Query,Kategori Query,Rank,Article ID,Kategori Artikel,Judul Artikel,Abstrak,Similarity Score,Threshold Awal,Evaluator 1,Evaluator 2,Evaluator 3,Label Final,Status Final,Catatan Evaluator
85.0,aplikasi web,Web Application,20.0,104.0,mobile application,Peluang Penelitian UI/UX pada Pengembangan Aplikasi Mobile: Systematic literature review,"… oleh developer mobile apps [1]. Banyaknya aplikasi mobile yang ada di era digital ini
membuat para pengembang aplikasi mobile giat untuk membuat aplikasi yang menarik dan …",0.20093048708882597,0.0,0.0,1.0,0.0,0,Tidak relevan,
86.0,sistem informasi berbasis web,Web Application,1.0,165.0,web application,Implementasi Web Service Sebagai Penyedia Informasi Untuk Aplikasi Pengelolaan Jadwal Pemberian Pakan Ikan (Studi Kasus: Pokdakan Karya Bersama),"… solusi dengan membangun web service sebagai … web service. Hasil dari penelitian ini
adalah pengembangan sistem layanan web yang mampu memberikan informasi untuk aplikasi …",0.3244980389735063,1.0,1.0,1.0,1.0,1,Relevan,
87.0,sistem informasi berbasis web,Web Application,2.0,161.0,web application,Rancang bangun aplikasi e-cuti pegawai berbasis website (studi kasus: Pengadilan Tata Usaha Negara),"… Aplikasi yang direncanakan dalam bentuk website ini … Aplikasi web adalah suatu sistem
informasi yang mendukung interaksi dengan pengguna melalui antarmuka berbasis web. …",0.3033640353671126,1.0,1.0,1.0,1.0,1,Relevan,
88.0,sistem informasi berbasis web,Web Application,3.0,167.0,web application,Implementasi Aplikasi Kasir Berbasis Web pada Toko Ghafya Fruits Shop,"… Web adalah suatu layanan atau kumpulan halaman yang berisi informasi, iklan, serta program
aplikasi yang … adalah sebuah aplikasi pendukung untuk membuka software aplikasi web …",0.22786034675525896,0.0,1.0,1.0,1.0,1,Relevan,
89.0,sistem informasi berbasis web,Web Application,4.0,56.0,cyber security,Analisis penerapan sistem keamanan siber terhadap kejahatan siber di indonesia,"… dari penelitian ini adalah untuk mengetahui bagaimana sistem keamanan siber serta
menganalisis hambatan dan upaya untuk mengembangkan sistem keamanan siber di Indonesia. …",0.2186060689535809,0.0,0.0,1.0,0.0,0,Tidak relevan,
90.0,sistem informasi berbasis web,Web Application,5.0,171.0,web application,Digitalisasi Usaha Mikro Kecil Dan Menengah Di Desa Melalui Aplikasi Kede Desa Berbasis Web,"… penjualan melalui sistem yang berbasis web. Aplikasi Web dapat berjalan pada jaringan …
dalam akses adalah ciri utama yang membuat Aplikasi Web lebih banyak diminati dan lebih …",0.20401228240105104,0.0,1.0,1.0,1.0,1,Relevan,
91.0,sistem informasi berbasis web,Web Application,6.0,174.0,web application,Pengembangan Aplikasi Reservasi Salon Keshoo Berbasis Web,"… Pada penelitian ini diajukan pengembangan aplikasi reservasi keshoo salon berbasis web
… Sistem reservasi salon berbasis web ini mampu menjadi solusi agar pemesanan jadwal …",0.17737689978746504,0.0,1.0,1.0,1.0,1,Relevan,
92.0,sistem informasi berbasis web,Web Application,7.0,158.0,web application,Pengembangan Aplikasi Berbasis Web dan Android Sebagai Penunjang Kerja di Indonesia: Systematic Literature Review,"… aplikasi digunakan di Indonesia untuk mendukung kegiatan baik pemerintah maupun swasta.
Makalah jurnal yang mencakup pembuatan aplikasi berbasis web … aplikasi berbasis web …",0.17720880485342383,0.0,1.0,1.0,1.0,1,Relevan,
93.0,sistem informasi berbasis web,Web Application,8.0,63.0,cyber security,Perkembangan Sistem Pertahanan/Keamanan Siber Indonesia dalam Menghadapi Tantangan Perkembangan Teknologi dan Informasi:-,"… yaitu keamanan siber. Artikel ini akan menggambarkan bagaimana ancaman dan serangan
siber itu … dan keamanan siber yang dimiliki oleh Indonesia saat ini Kata Kunci: Pertahanan, …",0.17504683607075797,0.0,0.0,1.0,0.0,0,Tidak relevan,
94.0,sistem informasi berbasis web,Web Application,9.0,162.0,web application,Rancang Bangun Aplikasi Penjualan Kebutuhan Pokok Berbasis Web Pada Toko Khansaa,"… belum adanya aplikasi penjualan berbasis web kebutuhan … bangun aplikasi penjualan
kebutuhan pokok berbasis web di … ini adalah sebuah aplikasi penjualan berbasis web di toko …",0.17434307521388484,0.0,1.0,1.0,1.0,1,Relevan,
95.0,sistem informasi berbasis web,Web Application,10.0,173.0,web application,Rancang Bangun Aplikasi Computer Based Test Berbasis Web Pada Smpn 1 Katapang Kabupaten Bandung Selatan,"Seiring dengan berkembangnya kemajuan teknologi informasi, mungkin akan sangat terbantu
dengan adanya internet. Dengan internet, kita akan mudah menghadirkan layanan yang …",0.16946133952743103,0.0,1.0,1.0,1.0,1,Relevan,
96.0,sistem informasi berbasis web,Web Application,11.0,55.0,cyber security,Manajemen keamanan cyber di era digital,"… Abstrak : Di era digital yang berkembang pesat ini, keamanan siber menjadi salah satu
aspek yang sangat penting untuk diperhatikan. Perkembangan teknologi informasi dan …",0.14216895434734747,0.0,0.0,1.0,0.0,0,Tidak relevan,
97.0,sistem informasi berbasis web,Web Application,12.0,172.0,web application,Perancangan sistem aplikasi penjualan dan layanan jasa laundry sepatu berbasis website,"… sesuai dengan tujuan pembuatan aplikasi tersebut, aplikasi mempunyai arti yaitu pemecahan
… dalam pembangunan aplikasi pelayanan jasa Laundry pada ShoesLab berbasis web. …",0.14081141619571735,0.0,1.0,1.0,1.0,1,Relevan,
98.0,sistem informasi berbasis web,Web Application,13.0,157.0,web application,Rancang bangun aplikasi penjualan online berbasis web menggunakan metode scrum,"… aplikasi ini juga tidak banyak. Tujuan dari penelitian ini adalah untuk merancang dan
membangun aplikasi penjualan online berbasis web … Hasil penelitian ini adalah sebuah aplikasi …",0.13661421112097752,0.0,1.0,1.0,1.0,1,Relevan,
99.0,sistem informasi berbasis web,Web Application,14.0,168.0,web application,Perancangan Sistem Aplikasi Pendataan Membership Gym Menggunakan Metode Unified Software Development Process (USDP) Berbasis Web,"… ini adalah sebuah aplikasi web untuk mengelola keanggotaan gym, yang dapat diakses
oleh admin dan pengguna melalui komputer atau perangkat mobile. Aplikasi ini dikembangkan …",0.13558572037434183,0.0,1.0,1.0,1.0,1,Relevan,
100.0,sistem informasi berbasis web,Web Application,15.0,164.0,web application,Penerapan Metode Waterfall Pada Aplikasi Reservasi Lapangan Futsal Berbasis Web,"… Hasil dari penelitian ini berupa sebuah aplikasi berbasis web yang … Aplikasi yang telah
dibuat dapat berjalan dengan baik. Kata Kunci: Aplikasi; Black Box; Penjadwalan; Waterfall; Web …",0.13446281947868977,0.0,1.0,1.0,1.0,1,Relevan,
101.0,sistem informasi berbasis web,Web Application,16.0,163.0,web application,Aplikasi Marketplace Pendamping Wisata Dengan Api Maps Berbasis Mobile Dan Web,"… Salah satu keuntungan membangun aplikasi berbasis website adalah karena website tidak
… terhadap aplikasi web, karena pengguna mengakses server tempat website diletakkan …",0.12267919326932894,0.0,1.0,1.0,1.0,1,Relevan,
102.0,sistem informasi berbasis web,Web Application,17.0,68.0,cyber security,Keamanan siber sebagai fondasi pengembangan aplikasi keuangan mobile: Studi literatur mengenai cybercrime dan mitigasinya,"… Penelitian ini mengkaji pentingnya keamanan siber dalam … dalam tentang pentingnya
keamanan siber dalam aplikasi … seperti lemahnya sistem keamanan, kurangnya pembaruan sistem…",0.12079326345619974,0.0,0.0,1.0,0.0,0,Tidak relevan,
103.0,sistem informasi berbasis web,Web Application,18.0,154.0,web application,Pembuatan aplikasi penjualan berbasis web monja store menggunakan php dan mysql,"… software ataupun tampilan website dengan lebih mudah, cepat, dan … Gunakan aplikasi web
server ini sebagai tools bantuan … website perancangan aplikasi penjualan berbasis website …",0.1135952278685061,0.0,1.0,1.0,1.0,1,Relevan,
104.0,sistem informasi berbasis web,Web Application,19.0,103.0,mobile application,Penerapan metode design thinking dalam perancangan UI/UX aplikasi mobile SIPROPMAWA,"… (UI) sistem aplikasi berbasis mobile sangat penting karena hampir semua aplikasi mobile
memiliki … ketika menggunakan aplikasi tersebut. Pengembangan system akan berfokus pada …",0.11202309370108439,0.0,0.0,1.0,0.0,0,Tidak relevan,
105.0,sistem informasi berbasis web,Web Application,20.0,153.0,web application,Penggunaan liveworksheet dengan aplikasi berbasis web untuk meningkatkan hasil belajar peserta didik,"… Hasil dari penelitian ini adalah penggunaan liveworksheet dengan aplikasi berbasis web
dapat meningkatkan hasil belajar peserta yaitu pada prasiklus dengan ketutasan klasikal …",0.10738946013179937,0.0,1.0,1.0,1.0,1,Relevan,
106.0,cyber security,Cyber Security,1.0,80.0,cyber security,A systematic literature review on the cyber security,"… of cyber security kinds, why cyber security is important, cyber security framework, cyber
security tools, and cyber security … Cyber security safeguards the data and integrity of computing …",0.8084451556083079,1.0,1.0,1.0,1.0,1,Relevan,
107.0,cyber security,Cyber Security,2.0,87.0,cyber security,Analysis of cyber security knowledge gaps based on cyber security body of knowledge,"… gap between cyber security education and … in cyber security graduates who join the cyber
security workforce. We designed and performed an opinion survey by using the Cyber Security …",0.6291670739502946,1.0,1.0,1.0,1.0,1,Relevan,
108.0,cyber security,Cyber Security,3.0,92.0,cyber security,Artificial intelligence-based cyber security in the context of industry 4.0—a survey,"… technology has increased the cyber-attack surface. In this … of cyber criminals, to develop
knowledge for cyber security … based cyber-attacks and to analyze them for deriving cyber security …",0.5491519168364594,1.0,1.0,1.0,1.0,1,Relevan,
109.0,cyber security,Cyber Security,4.0,99.0,cyber security,"Review on cyber-physical and cyber-security system in smart grid: Standards, protocols, constraints, and recommendations","… cyber security principles, standards, and protocols. Finally, we discuss some challenges for
SG cyber-physical systems, cyber-attacks, and cyber security … of the cyber security systems …",0.5219168698003164,1.0,1.0,1.0,1.0,1,Relevan,
110.0,cyber security,Cyber Security,5.0,78.0,cyber security,A comprehensive review study of cyber-attacks and cyber security; Emerging trends and recent developments,"… cyber-security methods. In addition, emerging trends and recent developments of cyber security
and security … review study presented for IT and cyber security researchers will be useful. …",0.5197738652123276,1.0,1.0,1.0,1.0,1,Relevan,
111.0,cyber security,Cyber Security,6.0,97.0,cyber security,Cyber resilience and cyber security issues of intelligent cloud computing systems,"… It is necessary to provide the cyber security of cloud computing according to the … the cyber
security of this technology is to accurately identify its threats. In this paper, a new cyber security …",0.49083623476466653,1.0,1.0,1.0,1.0,1,Relevan,
112.0,cyber security,Cyber Security,7.0,79.0,cyber security,The recent trends in cyber security: A review,"… advanced cyber security standards along with challenges faced by the cyber security domain…
new researchers to get acquainted with the recent advancements in Cyber security domain. …",0.4854485871370983,1.0,1.0,1.0,1.0,1,Relevan,
113.0,cyber security,Cyber Security,8.0,94.0,cyber security,Evaluating the cyber security readiness of organizations and its influence on performance,"… their cyber security to prevent and combat cyber-attacks, but studies of factors impacting the
cyber security … set of factors influencing the cyber security readiness of organizations and the …",0.4672442396915901,1.0,1.0,1.0,1.0,1,Relevan,
114.0,cyber security,Cyber Security,9.0,90.0,cyber security,Deep reinforcement learning for cyber security,"… , and especially high-dimensional cyber defense problems. This article presents a … for cyber
security. We touch on different vital aspects, including DRL-based security methods for cyber…",0.44581085003137483,1.0,1.0,1.0,1.0,1,Relevan,
115.0,cyber security,Cyber Security,10.0,77.0,cyber security,"Cyber security, cyber threats, implications and future perspectives: A Review","… To achieve proactive cyber security, not just businesses but the entire society requires high-…
of cybersecurity from all industries' viewpoints. In this study, the prospects of cyber security …",0.417574107678366,1.0,1.0,1.0,1.0,1,Relevan,
116.0,cyber security,Cyber Security,11.0,98.0,cyber security,Role of AI and its impact on the development of cyber security applications,"… its impact on cyber security as well as discuss various applications of AI in cyber security in
detail. … on artificial intelligence and cyber security and how AI has evolved in providing better …",0.41176096611313945,1.0,1.0,1.0,1.0,1,Relevan,
117.0,cyber security,Cyber Security,12.0,89.0,cyber security,"Artificial intelligence in cyber security: Research advances, challenges, and opportunities.","… cyber security mentioned in this paper includes threats from outside2 and within systems (known
as network security … systems, so the goal of cyber security is to protect threats as much …",0.40305961401061835,1.0,1.0,1.0,1.0,1,Relevan,
118.0,cyber security,Cyber Security,13.0,76.0,cyber security,"Cyber security: State of the art, challenges and future directions","… shifting cyber threats. This article provides an overview of the state of the art in cyber
security, … Moreover, we address the future direction of cyber security, presenting the possible …",0.3973939066246356,1.0,1.0,1.0,1.0,1,Relevan,
119.0,cyber security,Cyber Security,14.0,91.0,cyber security,The role of user behaviour in improving cyber security management,"… to complying with security policies. Second, we discuss kinds of cyber security errors done
by … Third, we discuss individual differences underlying cyber security behaviours in computer …",0.3911170792769852,1.0,1.0,1.0,1.0,1,Relevan,
120.0,cyber security,Cyber Security,15.0,96.0,cyber security,Artificial intelligence in cyber security,"… For security preparation, the instance of a cyber security device specialist is one. This skilled
system enables substantially the collection and instruction of security initiatives to optimize …",0.38618441356074434,1.0,1.0,1.0,1.0,1,Relevan,
121.0,cyber security,Cyber Security,16.0,86.0,cyber security,Cyber security in the age of COVID-19: A timeline and analysis of cyber-crime and cyber-attacks during the pandemic,"… cyber-crime perspective and highlights the range of cyber-attacks experienced globally during
the pandemic. Cyber… reveal the modus-operandi of cyber-attack campaigns. The analysis …",0.37383417796039337,1.0,1.0,1.0,1.0,1,Relevan,
122.0,cyber security,Cyber Security,17.0,88.0,cyber security,Cybersecurity of industrial cyber-physical systems: A review,"… of cybersecurity studies being funded by security companies, research councils, and state
establishments. This allows the rapid development of security … for cyber security research. …",0.3332267966879896,1.0,1.0,1.0,1.0,1,Relevan,
123.0,cyber security,Cyber Security,18.0,93.0,cyber security,"Navigating the cyber security landscape: A comprehensive review of cyber-attacks, emerging trends, and recent developments","… has heightened security concerns in cyberspace. The trend of cyber criminals offering cyber
… of these attacks, emphasizing the need for robust cybersecurity defenses. The landscape of …",0.32522299838601343,1.0,1.0,1.0,1.0,1,Relevan,
124.0,cyber security,Cyber Security,19.0,83.0,cyber security,Counterattacking cyber threats: A framework for the future of cybersecurity,"… for organizational security. This article presents a comprehensive framework that aims to
shape the future of cyber security. This framework responds to the complexities of modern cyber …",0.318543150446271,1.0,1.0,1.0,1.0,1,Relevan,
125.0,cyber security,Cyber Security,20.0,82.0,cyber security,Cyber security in the metaverse,"… approach to security is vital to foster trust and safeguard the virtual realm. This chapter aims
to provide an overview of cybersecurity in Metaverse. It discussed the various cyber stacks in …",0.24856138934629282,0.0,1.0,1.0,1.0,1,Relevan,
126.0,keamanan siber,Cyber Security,1.0,57.0,cyber security,Edukasi Keamanan Siber Berdigital dengan Aman,"… efektif meningkatkan keterampilan keamanan siber bagi para … yang lebih lanjut, seperti
keamanan siber untuk usaha kecil dan … yang kurang memahami konsep dasar keamanan siber. …",0.6598023880567487,1.0,1.0,1.0,1.0,1,Relevan,
127.0,keamanan siber,Cyber Security,2.0,71.0,cyber security,Mengukur Keamanan Siber Indonesia Melalui Indikator Pilar Kerjasama Dalam Global Cybersecurity Index (GCI),"… siber dan keamanan siber yang menghubungkan domain satu dengan lainnya membuat
ruang siber dan keamanan siber … eksistensi ruang siber dan keamanan siber tidak dapat …",0.6332179670035318,1.0,1.0,1.0,1.0,1,Relevan,
128.0,keamanan siber,Cyber Security,3.0,59.0,cyber security,Peraturan dan Regulasi Keamanan Siber di Era Digital,"… membangun ekosistem keamanan siber yang … keamanan siber, artikel ini memberikan
rekomendasi strategis bagi pembuat kebijakan, penegak hukum, dan praktisi keamanan siber …",0.5918274838956584,1.0,1.0,1.0,1.0,1,Relevan,
129.0,keamanan siber,Cyber Security,4.0,54.0,cyber security,Analisis risiko keamanan siber dalam transformasi digital pelayanan publik di Indonesia,"… regulasi keamanan siber … keamanan siber, serta memberikan refleksi sebagai bentuk
upaya dibuatnya rekomendasi kebijakan yang dapat memperkuat perlindungan keamanan siber …",0.5916136659419745,1.0,1.0,1.0,1.0,1,Relevan,
130.0,keamanan siber,Cyber Security,5.0,56.0,cyber security,Analisis penerapan sistem keamanan siber terhadap kejahatan siber di indonesia,"… dari penelitian ini adalah untuk mengetahui bagaimana sistem keamanan siber serta
menganalisis hambatan dan upaya untuk mengembangkan sistem keamanan siber di Indonesia. …",0.5828627723835792,1.0,1.0,1.0,1.0,1,Relevan,
131.0,keamanan siber,Cyber Security,6.0,62.0,cyber security,Upaya membangun kesadaran keamanan siber pada konsumen e-commerce di Indonesia,"… Pengamanan di dunia siber tidak hanya perangkat yang diperkuat, … keamanan siber. Oleh
karena itu, penelitian ini bertujuan untuk mengetahui program kesadaran keamanan siber …",0.5736165855679198,1.0,1.0,1.0,1.0,1,Relevan,
132.0,keamanan siber,Cyber Security,7.0,52.0,cyber security,Analisis hukum terhadap tantangan keamanan siber: Studi kasus penegakan hukum siber di Indonesia,"… mengadopsi beberapa regulasi terkait keamanan siber, seperti Undang… Serangkaian insiden
keamanan siber yang terjadi di … dalam menangani masalah keamanan siber, dengan fokus …",0.5608280852542438,1.0,1.0,1.0,1.0,1,Relevan,
133.0,keamanan siber,Cyber Security,8.0,51.0,cyber security,Teknologi Keamanan Siber (Cyber Security),"… keamanan di kalangan pengguna dan staf organisasi. Dengan meminimalkan dampak
serangan siber, keamanan siber … , dan meningkatkan overall keamanan jaringan komputer serta …",0.5550370650245203,1.0,1.0,1.0,1.0,1,Relevan,
134.0,keamanan siber,Cyber Security,9.0,65.0,cyber security,Pentingnya Keamanan Siber Dalam Era Digital:: Tinjauan Global Dan Kondisi Di Indonesia,"… dalam sistem keamanan siber yang bisa berdampak besar pada keamanan data strategis
negara. Penelitian ini bertujuan untuk menganalisis pentingnya keamanan siber dengan …",0.5448647834495028,1.0,1.0,1.0,1.0,1,Relevan,
135.0,keamanan siber,Cyber Security,10.0,60.0,cyber security,Sistem Keamanan Siber dan Kedaulatan Data di Indonesia dalam Perspektif Ekonomi Politik (Studi Kasus Perlindungan Data Pribadi)[Cyber Security System and …,"… perlindungan data siber dan keamanan siber. Jaminan … digunakan dalam pembangunan
keamanan siber. Akan tetapi, … dalam pembangunan keamanan siber dan kedaulatan data …",0.527972693366744,1.0,1.0,1.0,1.0,1,Relevan,
136.0,keamanan siber,Cyber Security,11.0,58.0,cyber security,Tinjauan Literatur Tentang Ancaman Cybercrime Dan Implementasi Keamanan Siber Di Industri Perbankan,"… peningkatan keamanan siber. Meskipun evaluasi kebijakan keamanan siber menghadapi
kendala, langkahlangkah pencegahan telah diambil. Peningkatan keamanan siber dan …",0.5232047973810473,1.0,1.0,1.0,1.0,1,Relevan,
137.0,keamanan siber,Cyber Security,12.0,75.0,cyber security,Keamanan siber di masa depan: Tantangan dan teknologi yang dibutuhkan,"… dan laporan terkini terkait keamanan siber. Hasil penelitian … berbasis blockchain dapat
memperkuat keamanan data. Selain itu… mutakhir dengan kebijakan keamanan siber yang adaptif …",0.5067870888732633,1.0,1.0,1.0,1.0,1,Relevan,
138.0,keamanan siber,Cyber Security,13.0,74.0,cyber security,Strategi Keamanan Siber Malaysia,"… strategi keamanan siber yang dibuat oleh pemerintah Malaysia dalam perlindungan dan
pengembangan keamanan ruang siber … ruang siber Malaysia guna mengamankan ruang siber …",0.5004647784122092,1.0,1.0,1.0,1.0,1,Relevan,
139.0,keamanan siber,Cyber Security,14.0,53.0,cyber security,Data privasi dan keamanan siber pada smart-city: Tinjauan literatur,"… kebutuhan keamanan tidak mendukung. Maka dari itu, dalam penelitiannya menyarankan
mitigasi terbaik dalam hal keamanan siber dan data privasi menggunakan keamanan siber …",0.5001218914323962,1.0,1.0,1.0,1.0,1,Relevan,
140.0,keamanan siber,Cyber Security,15.0,70.0,cyber security,Analisis Keamanan Siber Pada Platform Pendidikan Islam Berbasis Mobile Apps,"… bentuk ancaman keamanan siber, memetakan kerentanan … rekomendasi penguatan keamanan
berdasarkan temuan … melalui telaah jurnal, laporan keamanan siber, serta regulasi terkait…",0.4933244875467325,1.0,1.0,1.0,1.0,1,Relevan,
141.0,keamanan siber,Cyber Security,16.0,67.0,cyber security,Optimalisasi penanggulangan kebocoran data melalui regulatory blockchain guna mewujudkan keamanan siber di Indonesia,"… , salah satunya dalam sistem keamanan siber yang mengatur … membantu mewujudkan
penegakan keamanan siber di Indonesia… , bahwa sistem keamanan siber di Indonesia masih …",0.4899717912024251,1.0,1.0,1.0,1.0,1,Relevan,
142.0,keamanan siber,Cyber Security,17.0,68.0,cyber security,Keamanan siber sebagai fondasi pengembangan aplikasi keuangan mobile: Studi literatur mengenai cybercrime dan mitigasinya,"… Penelitian ini mengkaji pentingnya keamanan siber dalam … dalam tentang pentingnya
keamanan siber dalam aplikasi … seperti lemahnya sistem keamanan, kurangnya pembaruan sistem…",0.4831011560682522,1.0,1.0,1.0,1.0,1,Relevan,
143.0,keamanan siber,Cyber Security,18.0,69.0,cyber security,Transformasi digital dan keamanan siber: Upaya penanggulangan kejahatan di era teknologi di Indonesia,"… dan penanggulangan kejahatan siber. Implementasi … siber.Strategi yang dapat diterapkan
mencakup peningkatan pendidikan tentang keamanan siber, penerapan teknologi keamanan …",0.481358068235508,1.0,1.0,1.0,1.0,1,Relevan,
144.0,keamanan siber,Cyber Security,19.0,63.0,cyber security,Perkembangan Sistem Pertahanan/Keamanan Siber Indonesia dalam Menghadapi Tantangan Perkembangan Teknologi dan Informasi:-,"… yaitu keamanan siber. Artikel ini akan menggambarkan bagaimana ancaman dan serangan
siber itu … dan keamanan siber yang dimiliki oleh Indonesia saat ini Kata Kunci: Pertahanan, …",0.4782847098950379,1.0,1.0,1.0,1.0,1,Relevan,
145.0,keamanan siber,Cyber Security,20.0,66.0,cyber security,Analisis Keamanan Siber Dan Hukum Dari Perspektif Gender Dan Filsafat Politik Alison M. Jaggar,"… keamanan siber dan hukum kebebasan, saya mengajukan pertanyaan, apakah para perumus
keamanan siber dan … Artikel ini mencoba menganalisis keamanan siber dan perjuangan …",0.4729289985474752,1.0,1.0,1.0,1.0,1,Relevan,
146.0,keamanan jaringan,Cyber Security,1.0,51.0,cyber security,Teknologi Keamanan Siber (Cyber Security),"… keamanan di kalangan pengguna dan staf organisasi. Dengan meminimalkan dampak
serangan siber, keamanan siber … , dan meningkatkan overall keamanan jaringan komputer serta …",0.4109200685369429,1.0,1.0,1.0,1.0,1,Relevan,
147.0,keamanan jaringan,Cyber Security,2.0,57.0,cyber security,Edukasi Keamanan Siber Berdigital dengan Aman,"… efektif meningkatkan keterampilan keamanan siber bagi para … yang lebih lanjut, seperti
keamanan siber untuk usaha kecil dan … yang kurang memahami konsep dasar keamanan siber. …",0.2133356738753903,0.0,1.0,0.0,1.0,1,Relevan,
148.0,keamanan jaringan,Cyber Security,3.0,171.0,web application,Digitalisasi Usaha Mikro Kecil Dan Menengah Di Desa Melalui Aplikasi Kede Desa Berbasis Web,"… penjualan melalui sistem yang berbasis web. Aplikasi Web dapat berjalan pada jaringan …
dalam akses adalah ciri utama yang membuat Aplikasi Web lebih banyak diminati dan lebih …",0.19072495448296872,0.0,0.0,0.0,0.0,0,Tidak relevan,
149.0,keamanan jaringan,Cyber Security,4.0,65.0,cyber security,Pentingnya Keamanan Siber Dalam Era Digital:: Tinjauan Global Dan Kondisi Di Indonesia,"… dalam sistem keamanan siber yang bisa berdampak besar pada keamanan data strategis
negara. Penelitian ini bertujuan untuk menganalisis pentingnya keamanan siber dengan …",0.1812060928146585,0.0,1.0,1.0,1.0,1,Relevan,
150.0,keamanan jaringan,Cyber Security,5.0,59.0,cyber security,Peraturan dan Regulasi Keamanan Siber di Era Digital,"… membangun ekosistem keamanan siber yang … keamanan siber, artikel ini memberikan
rekomendasi strategis bagi pembuat kebijakan, penegak hukum, dan praktisi keamanan siber …",0.17222144939493297,0.0,1.0,0.0,1.0,1,Relevan,
151.0,keamanan jaringan,Cyber Security,6.0,54.0,cyber security,Analisis risiko keamanan siber dalam transformasi digital pelayanan publik di Indonesia,"… regulasi keamanan siber … keamanan siber, serta memberikan refleksi sebagai bentuk
upaya dibuatnya rekomendasi kebijakan yang dapat memperkuat perlindungan keamanan siber …",0.17215922849628917,0.0,1.0,1.0,1.0,1,Relevan,
152.0,keamanan jaringan,Cyber Security,7.0,75.0,cyber security,Keamanan siber di masa depan: Tantangan dan teknologi yang dibutuhkan,"… dan laporan terkini terkait keamanan siber. Hasil penelitian … berbasis blockchain dapat
memperkuat keamanan data. Selain itu… mutakhir dengan kebijakan keamanan siber yang adaptif …",0.1685425651521302,0.0,1.0,1.0,1.0,1,Relevan,
153.0,keamanan jaringan,Cyber Security,8.0,62.0,cyber security,Upaya membangun kesadaran keamanan siber pada konsumen e-commerce di Indonesia,"… Pengamanan di dunia siber tidak hanya perangkat yang diperkuat, … keamanan siber. Oleh
karena itu, penelitian ini bertujuan untuk mengetahui program kesadaran keamanan siber …",0.1669220887026204,0.0,1.0,1.0,1.0,1,Relevan,
154.0,keamanan jaringan,Cyber Security,9.0,53.0,cyber security,Data privasi dan keamanan siber pada smart-city: Tinjauan literatur,"… kebutuhan keamanan tidak mendukung. Maka dari itu, dalam penelitiannya menyarankan
mitigasi terbaik dalam hal keamanan siber dan data privasi menggunakan keamanan siber …",0.16632591540198213,0.0,1.0,1.0,1.0,1,Relevan,
155.0,keamanan jaringan,Cyber Security,10.0,72.0,cyber security,Analisis dan peningkatan keamanan cyber: Studi kasus ancaman dan solusi dalam lingkungan digital untuk mengamankan objek vital dan file,"… Ancaman terhadap objek vital dan keamanan file berkembang pesat. Penjahat dunia
maya … kerentanan keamanan dalam sistem digital. Untuk meningkatkan keamanan siber, …",0.16467569797657966,0.0,1.0,1.0,1.0,1,Relevan,
156.0,keamanan jaringan,Cyber Security,11.0,70.0,cyber security,Analisis Keamanan Siber Pada Platform Pendidikan Islam Berbasis Mobile Apps,"… bentuk ancaman keamanan siber, memetakan kerentanan … rekomendasi penguatan keamanan
berdasarkan temuan … melalui telaah jurnal, laporan keamanan siber, serta regulasi terkait…",0.1640652976545728,0.0,1.0,1.0,1.0,1,Relevan,
157.0,keamanan jaringan,Cyber Security,12.0,68.0,cyber security,Keamanan siber sebagai fondasi pengembangan aplikasi keuangan mobile: Studi literatur mengenai cybercrime dan mitigasinya,"… Penelitian ini mengkaji pentingnya keamanan siber dalam … dalam tentang pentingnya
keamanan siber dalam aplikasi … seperti lemahnya sistem keamanan, kurangnya pembaruan sistem…",0.16066531657846753,0.0,1.0,0.0,1.0,1,Relevan,
158.0,keamanan jaringan,Cyber Security,13.0,58.0,cyber security,Tinjauan Literatur Tentang Ancaman Cybercrime Dan Implementasi Keamanan Siber Di Industri Perbankan,"… peningkatan keamanan siber. Meskipun evaluasi kebijakan keamanan siber menghadapi
kendala, langkahlangkah pencegahan telah diambil. Peningkatan keamanan siber dan …",0.1522522880185004,0.0,1.0,1.0,1.0,1,Relevan,
159.0,keamanan jaringan,Cyber Security,14.0,73.0,cyber security,Serangan cyber dan kesiapan keamanan cyber terhadap bank indonesia,"… untuk menerapkan strategi keamanan cyber yang efektif. Strategi keamanan siber yang
efektif … Dengan demikian, studi saat ini akan menjelaskan kondisi keamanan siber di bank-bank …",0.14828584395386832,0.0,1.0,0.0,1.0,1,Relevan,
160.0,keamanan jaringan,Cyber Security,15.0,56.0,cyber security,Analisis penerapan sistem keamanan siber terhadap kejahatan siber di indonesia,"… dari penelitian ini adalah untuk mengetahui bagaimana sistem keamanan siber serta
menganalisis hambatan dan upaya untuk mengembangkan sistem keamanan siber di Indonesia. …",0.14538233453365113,0.0,1.0,1.0,1.0,1,Relevan,
161.0,keamanan jaringan,Cyber Security,16.0,52.0,cyber security,Analisis hukum terhadap tantangan keamanan siber: Studi kasus penegakan hukum siber di Indonesia,"… mengadopsi beberapa regulasi terkait keamanan siber, seperti Undang… Serangkaian insiden
keamanan siber yang terjadi di … dalam menangani masalah keamanan siber, dengan fokus …",0.14506723790235018,0.0,1.0,0.0,1.0,1,Relevan,
