query,kategori_query,rank,article_id,article_category,title,abstract,similarity_score,threshold_relevan,relevan
cyber security,Cyber Security,6,133,cyber security,Defining cyber security and cyber security risk within a multidisciplinary context using expert elicitation,"… cyber security risk. We used this expert elicitation process to develop comprehensive definitions
of cyber security (cybersecurity) and cyber security … significant cyber security risk factors. …",0.4517379831289098,1,1
cyber security,Cyber Security,7,129,cyber security,The difference between cyber security vs information security,"… differences between cyber security and information security, … of security, which are part of
the umbrella term: cyber security… a difference between cyber security and information security, …",0.4451220786258267,1,1
cyber security,Cyber Security,8,104,cyber security,A comprehensive review study of cyber-attacks and cyber security; Emerging trends and recent developments,"… cyber-security methods. In addition, emerging trends and recent developments of cyber security
and security … review study presented for IT and cyber security researchers will be useful. …",0.4327419716590182,1,1
cyber security,Cyber Security,9,121,cyber security,Cyber resilience and cyber security issues of intelligent cloud computing systems,"… It is necessary to provide the cyber security of cloud computing according to the … the cyber
security of this technology is to accurately identify its threats. In this paper, a new cyber security …",0.4306411783078417,1,1
cyber security,Cyber Security,10,123,cyber security,"Review on cyber-physical and cyber-security system in smart grid: Standards, protocols, constraints, and recommendations","… cyber security principles, standards, and protocols. Finally, we discuss some challenges for
SG cyber-physical systems, cyber-attacks, and cyber security … of the cyber security systems …",0.4264245569034419,1,1
cyber security,Cyber Security,11,145,cyber security,Cyber security and the Leviathan,"… and of cyber security in Western society. Our findings indicate that cyber security within these
… We conclude by suggesting implications for cyber-security practitioners, in particular, the …",0.4162433611652428,1,1
cyber security,Cyber Security,12,147,cyber security,A comprehensive survey of recent internet measurement techniques for cyber security,"… approaches for cyber security must be conducted … cyber security, ranging from threats within
specific application domains to threats themselves. We provide a taxonomy of cyber security-…",0.4062232929559892,1,1
cyber security,Cyber Security,13,143,cyber security,"Uniting cyber security and machine learning: Advantages, challenges and future research","… to the machine learning models, improves the performance of the cyber security … cyber
security and ML. We also discuss the advantages, issues and challenges of uniting cyber security …",0.3909298337189553,1,1
cyber security,Cyber Security,14,140,cyber security,Artificial intelligence predictions in cyber security: Analysis and early detection of cyber attacks,"… cyber security solutions by addressing the dynamic and constantly-evolving landscape of
cyber … to applied ML to Predictions Cyber Security of Early Detection of Cyber Attacks."" The aim …",0.3832610804333995,1,1
cyber security,Cyber Security,15,118,cyber security,Evaluating the cyber security readiness of organizations and its influence on performance,"… their cyber security to prevent and combat cyber-attacks, but studies of factors impacting the
cyber security … set of factors influencing the cyber security readiness of organizations and the …",0.3728812336430717,1,1
cyber security,Cyber Security,16,101,cyber security,The recent trends in cyber security: A review,"… advanced cyber security standards along with challenges faced by the cyber security domain…
new researchers to get acquainted with the recent advancements in Cyber security domain. …",0.369061995024035,1,1
cyber security,Cyber Security,17,125,cyber security,"A comprehensive review on cyber-attacks in power systems: Impact analysis, detection, and cyber security","… detection and mitigation of these vulnerable cyber-attacks using advanced computation …
cyber security challenges such as smart meter security, end-users privacy, electricity theft cyber-…",0.3676914701844371,1,1
cyber security,Cyber Security,18,114,cyber security,Deep reinforcement learning for cyber security,"… , and especially high-dimensional cyber defense problems. This article presents a … for cyber
security. We touch on different vital aspects, including DRL-based security methods for cyber…",0.3660927995205404,1,1
cyber security,Cyber Security,19,141,cyber security,The role of cyber security in advancing sustainable digitalization: Opportunities and challenges,"… integration of cyber security and sustainable digitalization. The paper argues that cyber security
is … The paper examines the various risks associated with cyber security, such as privacy …",0.3565801282581645,1,1
cyber security,Cyber Security,20,102,cyber security,"Cyber security: State of the art, challenges and future directions","… shifting cyber threats. This article provides an overview of the state of the art in cyber
security, … Moreover, we address the future direction of cyber security, presenting the possible …",0.3544637696135724,1,1
network security,Cyber Security,1,146,cyber security,Artificial intelligence in the cyber security environment,"… comprehend network safety or areas of cyber security issues. … to foresee and distinguish
data security dangers and failures. … Cyber security Digital protection measures are related with …",0.2658329733614132,0,0
network security,Cyber Security,2,113,cyber security,"Artificial intelligence in cyber security: Research advances, challenges, and opportunities.","… cyber security mentioned in this paper includes threats from outside2 and within systems (known
as network security … systems, so the goal of cyber security is to protect threats as much …",0.2437475290667454,0,0
network security,Cyber Security,3,34,machine learning,Machine learning for chemical reactions,"… Machine learning (ML) … using machine-learned neural network potentials. This review
provides an overview of the questions that can and have been addressed using machine learning …",0.1823371421023698,0,0
network security,Cyber Security,4,106,cyber security,A systematic literature review on the cyber security,"… of cyber security kinds, why cyber security is important, cyber security framework, cyber
security tools, and cyber security … Cyber security safeguards the data and integrity of computing …",0.1739217733369033,0,0
network security,Cyber Security,5,32,machine learning,Machine learning at the network edge: A survey,"… This section describes the low-power hardware that have been used in edge machine
learning systems. High performance from a deep learning application is only achievable when an …",0.1678958682882586,0,0
network security,Cyber Security,6,3,machine learning,Amnesiac machine learning,"… It gives EU residents the ability to request deletion of their personal data, including training
records used to train machine learning models. Unfortunately, Deep Neural Network models …",0.1539722639665169,0,0
network security,Cyber Security,7,129,cyber security,The difference between cyber security vs information security,"… differences between cyber security and information security, … of security, which are part of
the umbrella term: cyber security… a difference between cyber security and information security, …",0.1480104324469593,0,0
network security,Cyber Security,8,182,web application,Early web application attack detection using network traffic analysis,"… data used by the web application. Unlike the main trends in web application attack detection …
to detect malicious activities towards web applications by exploring web traffic as if it is …",0.1383465857064989,0,0
network security,Cyber Security,9,168,web application,"ATON: An open-source framework for creating immersive, collaborative and liquid web-apps for cultural heritage","… Web browsers are available on virtually all computing … applications (web-apps) from any
device, anywhere, as long as internet (or local network) connection is present. Web applications …",0.1379336666789284,0,0
network security,Cyber Security,10,135,cyber security,The role of cyber security in a digitalizing economy: a development perspective,"… , cyber security and information security are not the same thing. (Spremić, 2018) in an article
titled “Cyber security … the transition from information security to cyber security, primarily as a …",0.1337499179193801,0,0
network security,Cyber Security,11,111,cyber security,Analysis of cyber security knowledge gaps based on cyber security body of knowledge,"… gap between cyber security education and … in cyber security graduates who join the cyber
security workforce. We designed and performed an opinion survey by using the Cyber Security …",0.124738372812996,0,0
network security,Cyber Security,12,126,cyber security,"A comprehensive review of cyber security vulnerabilities, threats, attacks, and solutions","… In summary, cyber security ensures the security of virtual life on cyber networks. The … under
the name of cyber security [4]. The primary purpose of cyber security is to secure the data of …",0.1206483281039239,0,0
network security,Cyber Security,13,127,cyber security,"Cyber security techniques, architectures, and design","… Consequently, cyber security is the security of all related networks. It is also related to the
security … concerned spheres where every security is a critical issue, which are discussed below: …",0.1176542182706208,0,0
network security,Cyber Security,14,133,cyber security,Defining cyber security and cyber security risk within a multidisciplinary context using expert elicitation,"… cyber security risk. We used this expert elicitation process to develop comprehensive definitions
of cyber security (cybersecurity) and cyber security … significant cyber security risk factors. …",0.108905624378056,0,0
network security,Cyber Security,15,104,cyber security,A comprehensive review study of cyber-attacks and cyber security; Emerging trends and recent developments,"… cyber-security methods. In addition, emerging trends and recent developments of cyber security
and security … review study presented for IT and cyber security researchers will be useful. …",0.1043260393817,0,0
network security,Cyber Security,16,145,cyber security,Cyber security and the Leviathan,"… and of cyber security in Western society. Our findings indicate that cyber security within these
… We conclude by suggesting implications for cyber-security practitioners, in particular, the …",0.1003485313033452,0,0
network security,Cyber Security,17,147,cyber security,A comprehensive survey of recent internet measurement techniques for cyber security,"… approaches for cyber security must be conducted … cyber security, ranging from threats within
specific application domains to threats themselves. We provide a taxonomy of cyber security-…",0.0979328792541615,0,0
network security,Cyber Security,18,120,cyber security,Artificial intelligence in cyber security,"… For security preparation, the instance of a cyber security device specialist is one. This skilled
system enables substantially the collection and instruction of security initiatives to optimize …",0.0957637912208018,0,0
network security,Cyber Security,19,143,cyber security,"Uniting cyber security and machine learning: Advantages, challenges and future research","… to the machine learning models, improves the performance of the cyber security … cyber
security and ML. We also discuss the advantages, issues and challenges of uniting cyber security …",0.0942459107252516,0,0
network security,Cyber Security,20,121,cyber security,Cyber resilience and cyber security issues of intelligent cloud computing systems,"… It is necessary to provide the cyber security of cloud computing according to the … the cyber
security of this technology is to accurately identify its threats. In this paper, a new cyber security …",0.0912707953490553,0,0
software security,Cyber Security,1,196,web application,Meta-DiSc 2.0: a web application for meta-analysis of diagnostic test accuracy data,"… and an enhanced web-based interface to improve user experience. Our objective was to
develop a new version of the Meta-DiSc software as a web application (app) to summarize DTA …",0.1875704150815985,0,0
software security,Cyber Security,2,22,machine learning,OMLT: Optimization & machine learning toolkit,"… The optimization and machine learning toolkit (OMLT) is an open-source software package
… models, which have been trained using machine learning, into larger optimization problems. …",0.1859641597668742,0,0
software security,Cyber Security,3,106,cyber security,A systematic literature review on the cyber security,"… of cyber security kinds, why cyber security is important, cyber security framework, cyber
security tools, and cyber security … Cyber security safeguards the data and integrity of computing …",0.1306364314739063,0,0
software security,Cyber Security,4,129,cyber security,The difference between cyber security vs information security,"… differences between cyber security and information security, … of security, which are part of
the umbrella term: cyber security… a difference between cyber security and information security, …",0.1111738590563104,0,0
software security,Cyber Security,5,135,cyber security,The role of cyber security in a digitalizing economy: a development perspective,"… , cyber security and information security are not the same thing. (Spremić, 2018) in an article
titled “Cyber security … the transition from information security to cyber security, primarily as a …",0.1004624760412807,0,0
software security,Cyber Security,6,111,cyber security,Analysis of cyber security knowledge gaps based on cyber security body of knowledge,"… gap between cyber security education and … in cyber security graduates who join the cyber
security workforce. We designed and performed an opinion survey by using the Cyber Security …",0.0936937082661055,0,0
software security,Cyber Security,7,126,cyber security,"A comprehensive review of cyber security vulnerabilities, threats, attacks, and solutions","… In summary, cyber security ensures the security of virtual life on cyber networks. The … under
the name of cyber security [4]. The primary purpose of cyber security is to secure the data of …",0.090621586615604,0,0
software security,Cyber Security,8,127,cyber security,"Cyber security techniques, architectures, and design","… Consequently, cyber security is the security of all related networks. It is also related to the
security … concerned spheres where every security is a critical issue, which are discussed below: …",0.0883726455166309,0,0
software security,Cyber Security,9,133,cyber security,Defining cyber security and cyber security risk within a multidisciplinary context using expert elicitation,"… cyber security risk. We used this expert elicitation process to develop comprehensive definitions
of cyber security (cybersecurity) and cyber security … significant cyber security risk factors. …",0.0818013861244833,0,0
software security,Cyber Security,10,104,cyber security,A comprehensive review study of cyber-attacks and cyber security; Emerging trends and recent developments,"… cyber-security methods. In addition, emerging trends and recent developments of cyber security
and security … review study presented for IT and cyber security researchers will be useful. …",0.0783615601034106,0,0
software security,Cyber Security,11,145,cyber security,Cyber security and the Leviathan,"… and of cyber security in Western society. Our findings indicate that cyber security within these
… We conclude by suggesting implications for cyber-security practitioners, in particular, the …",0.075373967166968,0,0
software security,Cyber Security,12,146,cyber security,Artificial intelligence in the cyber security environment,"… comprehend network safety or areas of cyber security issues. … to foresee and distinguish
data security dangers and failures. … Cyber security Digital protection measures are related with …",0.0743433258069964,0,0
software security,Cyber Security,13,147,cyber security,A comprehensive survey of recent internet measurement techniques for cyber security,"… approaches for cyber security must be conducted … cyber security, ranging from threats within
specific application domains to threats themselves. We provide a taxonomy of cyber security-…",0.0735595183068089,0,0
software security,Cyber Security,14,120,cyber security,Artificial intelligence in cyber security,"… For security preparation, the instance of a cyber security device specialist is one. This skilled
system enables substantially the collection and instruction of security initiatives to optimize …",0.0719302690483968,0,0
software security,Cyber Security,15,143,cyber security,"Uniting cyber security and machine learning: Advantages, challenges and future research","… to the machine learning models, improves the performance of the cyber security … cyber
security and ML. We also discuss the advantages, issues and challenges of uniting cyber security …",0.0707901559530777,0,0
software security,Cyber Security,16,121,cyber security,Cyber resilience and cyber security issues of intelligent cloud computing systems,"… It is necessary to provide the cyber security of cloud computing according to the … the cyber
security of this technology is to accurately identify its threats. In this paper, a new cyber security …",0.0685554820044827,0,0
software security,Cyber Security,17,113,cyber security,"Artificial intelligence in cyber security: Research advances, challenges, and opportunities.","… cyber security mentioned in this paper includes threats from outside2 and within systems (known
as network security … systems, so the goal of cyber security is to protect threats as much …",0.0681668708697885,0,0
software security,Cyber Security,18,144,cyber security,Cyber security threats on digital banking,"… the problem of security in internet banking … cyber security, which is usually unknown to
most people [8]. This problem is also important since this is associated with the financial security …",0.0677857843915228,0,0
software security,Cyber Security,19,101,cyber security,The recent trends in cyber security: A review,"… advanced cyber security standards along with challenges faced by the cyber security domain…
new researchers to get acquainted with the recent advancements in Cyber security domain. …",0.0668302951851143,0,0
software security,Cyber Security,20,149,cyber security,Learning from cyber security incidents: A systematic review and future research agenda,"… Cyber security incidents are now prevalent in many organisations. Arguably, those who can
learn from security … on organisational learning from cyber security incidents and identifying …",0.0652036984410939,0,0
mobile application,Mobile Application,1,61,mobile application,Deep learning methods for accurate skin cancer recognition and mobile application,"… to be used in a mobile application. To be able to build an effective mobile application, it is …
for our mobile application to be able to classify skin lesions using a common smartphone. …",0.3312839740348215,1,1
mobile application,Mobile Application,2,80,mobile application,Consumer adoption of the Uber mobile application: Insights from diffusion of innovation theory and technology acceptance model,"… Uber mobile application are … mobile application was introduced. By comparing it to the
previous methods that the users have been utilizing, the overall evaluation of mobile applications’ …",0.289292701548533,0,0
mobile application,Mobile Application,3,90,mobile application,User interface design & evaluation of mobile applications,"… different mobile application designs for student projects besides the evaluation of mobile
application … of the interface design of the mobile application for student projects to solve design …",0.2791519609257311,0,0
mobile application,Mobile Application,4,92,mobile application,Enhancing English vocabulary learning through mobile apps: A new paradigm in educational technology,"… This study explores the effectiveness of mobile applications … perception and usage of mobile
application patterns used in … This paper outlines a survey on preferences for mobile apps …",0.2619859857545235,0,0
mobile application,Mobile Application,5,98,mobile application,Design and implementation of smart hydroponics farming using IoT‐Based AI controller with mobile application system,"… of mobile application integrated … mobile application, which is connected over IoT environment.
In this manner, the farmer can continuously track the status of his field using the mobile app…",0.2617819496637532,0,0
mobile application,Mobile Application,6,67,mobile application,Augmented reality technology adoption: Case of a mobile application in Turkey,"… ) technology has become widespread in mobile devices. As with user … of applications in
mobile augmented reality (MAR) applications. In this study, the factors affecting the use of mobile …",0.2461320861953243,0,0
mobile application,Mobile Application,7,54,mobile application,A study of mobile app use for teaching and research in higher education,"… discusses mobile app use as opposed to mobile … mobile app use in academia, we identify
library studies that have been conducted on the selection, use or development of mobile apps (…",0.2439457574404896,0,0
mobile application,Mobile Application,8,57,mobile application,The role of mobile application acceptance in shaping e-customer service,"… This study focused on examining the role of mobile application (app) … the role of mobile app
acceptance in shaping e-customer service. The multiple features associated with mobile app …",0.234745216016718,0,0
mobile application,Mobile Application,9,85,mobile application,A new mobile application of agricultural pests recognition using deep learning in cloud computing system,"… mobile application to automatically classify pests using a deep-learning solution for supporting
specialists and farmers. The developed application … our developed application for on-line …",0.2299531599192101,0,0
mobile application,Mobile Application,10,71,mobile application,What works best to engage participants in mobile app interventions and e-health: a scoping review,"… articles that featured the terms engagement, mobile app/mobile health, and adult. After
applying … the shift toward mobile interventions and the benefits of using mobile apps, this review …",0.221064541398145,0,0
mobile application,Mobile Application,11,96,mobile application,Customers' perceived value and dining choice through mobile apps in Indonesia,"… with mobile applications (hereafter, “app” or “apps”). For example, mobile apps such as “…
Alibaba-owned mobile app “Taobao” have gained popularity in mobile commerce (hereafter…",0.2174235493759559,0,0
mobile application,Mobile Application,12,52,mobile application,A survey of performance optimization for mobile applications,"… Finally, we explain how the function and performance of mobile applications can affect
users. 2.1 Mobile Devices Mobile devices are embedded systems that consist of hardware and …",0.2155376957001701,0,0
mobile application,Mobile Application,13,69,mobile application,Towards a new learning experience through a mobile application with augmented reality in engineering education,"… The application of augmented reality (AR) in education … effect of an augmented reality mobile
application (NetAR) that … established to work with the application for three weeks for three …",0.2043771496548044,0,0
mobile application,Mobile Application,14,59,mobile application,Determinants of mobile apps adoption among young adults: theoretical extension and analysis,"… Mobile applications (apps) are now the most essential part of daily life. In this context, this …
to use mobile apps. b) analyze the factors determining the usage of mobile applications in an …",0.2021111549617378,0,0
mobile application,Mobile Application,15,82,mobile application,The impact of mobile application features on children's language and literacy learning: a systematic review,"… Mobile touchscreen applications present new opportunities … on the impact of features of
mobile applications on children’s … four features of mobile touchscreen applications: inbuilt …",0.2020075932367938,0,0
mobile application,Mobile Application,16,63,mobile application,Enhancing user engagement: The role of gamification in mobile apps,"… users’ engagement with their mobile apps. However, more … Data from 276 users of a mobile
gamified app were analyzed … help developers design more effective gamified mobile apps. …",0.1888762545124996,0,0
mobile application,Mobile Application,17,62,mobile application,Features and Functionalities of Medical Mobile Applications for the Endemic Phase of COVID‐19: Review and Content Analysis,"… mobile applications to aid users in choosing a suitable app … of their current or future mobile
applications to improve quality. … features of COVID-19 mobile applications available in Apple’…",0.1840218270700168,0,0
mobile application,Mobile Application,18,65,mobile application,Mobile apps for SME business sustainability during COVID-19 and onwards,"… mobile apps to improve their business efficiency during the pandemic. We aim to recognize
effective measures and actions taken by SMEs that have turned to mobile-app-… mobile-app-…",0.1788343541891557,0,0
mobile application,Mobile Application,19,56,mobile application,Design guidelines of mobile apps for older adults: systematic review and thematic analysis,"… on a specific mobile app and were … mobile apps and how to better design such apps with
these users in mind. Conclusions: The compiled guidelines support the design of mobile apps …",0.1770547157704696,0,0
mobile application,Mobile Application,20,68,mobile application,Faster segment anything: Towards lightweight sam for mobile applications,"… edge devices, like mobile phones. In this work, we aim to make SAM mobile-friendly by …
smaller, making it more suitable for mobile applications. Moreover, we show that MobileSAM can …",0.175022091477922,0,0
android application,Mobile Application,1,83,mobile application,Consistency analysis of data-usage purposes in mobile apps,"… Our analysis of 23.1k Android apps has also shown PurPliance to detect contradictions in …
69.66% of apps, indicating the prevalence of inconsistencies of data practices in mobile apps. …",0.2295079915247531,0,0
android application,Mobile Application,2,177,web application,Open Lab: A web application for running and sharing online experiments,"… as a web application on a desktop computer (the “Install app” link is displayed in the top
navigation bar). Progressive web application technology makes the application accessible via …",0.0460649122799438,0,0
android application,Mobile Application,3,61,mobile application,Deep learning methods for accurate skin cancer recognition and mobile application,"… to be used in a mobile application. To be able to build an effective mobile application, it is …
for our mobile application to be able to classify skin lesions using a common smartphone. …",0.0455602131914383,0,0
android application,Mobile Application,4,85,mobile application,A new mobile application of agricultural pests recognition using deep learning in cloud computing system,"… mobile application to automatically classify pests using a deep-learning solution for supporting
specialists and farmers. The developed application … our developed application for on-line …",0.0446426616111928,0,0
android application,Mobile Application,5,157,web application,DeepCrop: Deep learning-based crop disease prediction with web application,"… a smart web application for real-life crop disease prediction. The proposed web application
aims to … The proposed application uses the ResNet50 transfer learning model at its heart to …",0.0424390274097195,0,0
android application,Mobile Application,6,69,mobile application,Towards a new learning experience through a mobile application with augmented reality in engineering education,"… The application of augmented reality (AR) in education … effect of an augmented reality mobile
application (NetAR) that … established to work with the application for three weeks for three …",0.0396773844564914,0,0
android application,Mobile Application,7,199,web application,CLC-Pred 2.0: a freely available web application for in silico prediction of human cell line cytotoxicity and molecular mechanisms of action for druglike …,"… In 2018, we developed the first freely available web application (… Here, we present a new
version of this web application: CLC-… extension of the capabilities of the initial web application. …",0.0363495325621833,0,0
android application,Mobile Application,8,180,web application,A hybrid fuzzy rule-based multi-criteria framework for sustainable-security assessment of web application,"… an institutional web application to corroborate the efficiency of this approach. Despite the
web application's sensitivity, this study has used various versions of three web applications of …",0.0352180449903318,0,0
android application,Mobile Application,9,179,web application,From prompt injections to sql injection attacks: How protected is your llm-integrated web application?,"… If an application remains vulnerable to these threats, the … -integrated applications, and what
is their impact on application security? To study this question, we focus on web applications …",0.0351959521923486,0,0
android application,Mobile Application,10,80,mobile application,Consumer adoption of the Uber mobile application: Insights from diffusion of innovation theory and technology acceptance model,"… Uber mobile application are … mobile application was introduced. By comparing it to the
previous methods that the users have been utilizing, the overall evaluation of mobile applications’ …",0.033309755810599,0,0
android application,Mobile Application,11,174,web application,ML-CKDP: Machine learning-based chronic kidney disease prediction with smart web application,"… for CKD classification and to develop a web-based application for CKD prediction. The proposed
… Additionally, we present a real-time web-based application to operationalize the model, …",0.0332059789743196,0,0
android application,Mobile Application,12,182,web application,Early web application attack detection using network traffic analysis,"… data used by the web application. Unlike the main trends in web application attack detection …
to detect malicious activities towards web applications by exploring web traffic as if it is …",0.0326466470932848,0,0
android application,Mobile Application,13,188,web application,Performance of Area under the Concentration-Time Curve Estimations of Vancomycin with Limited Sampling by a Newly Developed Web Application: Oda et al.,"… The aim of this study was to validate a newly developed web application, PAT, for AUC … the
web application using only the trough concentration. Our newly developed web application is …",0.0323500228750634,0,0
android application,Mobile Application,14,181,web application,Meta‐analytic structural equation modeling made easy: A tutorial and web application for one‐stage MASEM,"… application webMASEM is created using the package Shiny (Version 1.4.0.2) which facilitates
the creation of web applications … The application consists of four main tabs and a “Home” …",0.0321859648026151,0,0
android application,Mobile Application,15,90,mobile application,User interface design & evaluation of mobile applications,"… different mobile application designs for student projects besides the evaluation of mobile
application … of the interface design of the mobile application for student projects to solve design …",0.0321421301080629,0,0
android application,Mobile Application,16,98,mobile application,Design and implementation of smart hydroponics farming using IoT‐Based AI controller with mobile application system,"… of mobile application integrated … mobile application, which is connected over IoT environment.
In this manner, the farmer can continuously track the status of his field using the mobile app…",0.0301421113365324,0,0
android application,Mobile Application,17,198,web application,A geometric morphometric method and web application for identifying honey bee species (Apis spp.) using only forewings,"… We also developed a web application that can be used to identify the Apis species using an
… s3-website. us-east-2.amazonaws.com/. Our data and web application are useful for field …",0.0269877868985765,0,0
android application,Mobile Application,18,184,web application,A multi-objective active learning platform and web app for reaction optimization,"… We developed EDBOWebApp, a web application that makes the Bayesian optimizer more
… This web application can be accessed at https://www.edbowebapp.com/ through a web …",0.0269395811757911,0,0
android application,Mobile Application,19,186,web application,… detection and quantification of floating marine macro-litter in aerial images: Introducing a novel deep learning approach connected to a web application in R,"… FMML in aerial images, and a web-oriented application that allows users to identify FMML
… The Shiny package of R was then used to develop a user-friendly application to identify and …",0.0261074390715846,0,0
android application,Mobile Application,20,166,web application,Machine learning based diabetes prediction and development of smart web application,"… We integrate this model in a web application using python flask web development framework.
The results of this study suggest that an appropriate preprocessing pipeline on clinical …",0.0259184057804004,0,0
